Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offensive eFG%,Offensive TOV%,Offensive ORB%,Offensive FT/FGA,Defensive eFG%,Defensive TOV%,Defensive DRB%,Defensive FT/FGA,Arena,Attend.,Attend./G,season
18.0,Indiana Pacers,26.5,36.0,46.0,38.0,44.0,-1.11,0.35,-0.76,108.1,109.2,-1.1,96.5,0.267,0.244,0.545,0.501,13.1,25.4,0.215,0.499,12.7,74.5,0.271,Conseco Fieldhouse,581472.0,14182.0,2009
19.0,Milwaukee Bucks,26.3,34.0,48.0,38.0,44.0,-1.09,0.21,-0.88,106.7,107.9,-1.2,92.6,0.306,0.208,0.531,0.483,13.1,27.8,0.239,0.503,15.6,74.0,0.315,Bradley Center,630976.0,15390.0,2009
20.0,Charlotte Bobcats,25.8,35.0,47.0,37.0,45.0,-1.27,0.07,-1.2,104.7,106.1,-1.4,88.3,0.312,0.213,0.536,0.494,15.1,27.7,0.231,0.498,14.4,73.0,0.229,Time Warner Cable Arena,597548.0,14574.0,2009
21.0,New York Knicks,25.7,32.0,50.0,34.0,48.0,-2.61,0.28,-2.33,108.1,110.8,-2.7,96.7,0.268,0.322,0.544,0.503,12.9,24.4,0.21,0.52,13.0,72.7,0.215,Madison Square Garden (IV),790801.0,19288.0,2009
22.0,New Jersey Nets,25.7,34.0,48.0,34.0,48.0,-2.44,0.13,-2.31,108.3,111.0,-2.7,89.9,0.303,0.265,0.543,0.497,12.7,25.2,0.236,0.509,13.0,73.5,0.272,Izod Center,621062.0,15148.0,2009
23.0,Toronto Raptors,27.0,33.0,49.0,33.0,49.0,-2.82,0.28,-2.54,107.0,110.0,-3.0,92.0,0.279,0.193,0.542,0.494,12.8,24.0,0.23,0.511,12.6,73.7,0.202,Air Canada Centre,769707.0,18773.0,2009
24.0,Golden State Warriors,25.0,29.0,53.0,31.0,51.0,-3.74,-0.06,-3.8,109.5,113.3,-3.8,98.2,0.339,0.209,0.549,0.497,12.9,26.1,0.268,0.508,12.9,68.1,0.251,Oracle Arena,776660.0,18943.0,2009
25.0,Minnesota Timberwolves,25.4,24.0,58.0,27.0,55.0,-4.91,0.18,-4.74,106.1,111.4,-5.3,91.6,0.289,0.227,0.526,0.481,13.3,27.7,0.222,0.515,12.0,75.0,0.254,Target Center,595013.0,14513.0,2009
26.0,Memphis Grizzlies,23.3,24.0,58.0,26.0,56.0,-5.46,0.24,-5.23,103.5,109.5,-6.0,90.1,0.329,0.175,0.533,0.486,14.8,25.8,0.249,0.515,14.1,73.5,0.247,FedEx Forum,519895.0,12680.0,2009
27.0,Oklahoma City Thunder,24.5,23.0,59.0,24.0,58.0,-6.1,0.06,-6.04,102.9,109.4,-6.5,93.6,0.308,0.141,0.521,0.471,14.8,28.6,0.242,0.514,13.0,73.9,0.216,Ford Center,766868.0,18704.0,2009
28.0,Washington Wizards,26.9,19.0,63.0,21.0,61.0,-7.46,0.48,-6.98,105.4,113.6,-8.2,91.0,0.293,0.18,0.524,0.48,13.2,27.7,0.224,0.533,13.3,71.4,0.227,Verizon Center,681119.0,16613.0,2009
29.0,Sacramento Kings,26.3,17.0,65.0,19.0,63.0,-8.76,0.16,-8.6,105.5,114.7,-9.2,94.2,0.315,0.238,0.542,0.491,14.3,24.5,0.252,0.526,13.0,69.9,0.269,ARCO Arena (II),520169.0,12687.0,2009
30.0,Los Angeles Clippers,26.6,19.0,63.0,18.0,64.0,-8.77,0.3,-8.47,102.3,111.7,-9.4,92.1,0.275,0.226,0.52,0.481,14.0,25.1,0.202,0.512,12.4,71.2,0.227,STAPLES Center,663587.0,16185.0,2009
1.0,Orlando Magic,27.9,59.0,23.0,61.0,21.0,7.49,-0.37,7.12,111.4,103.3,8.1,92.0,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,715901.0,17461.0,2010
2.0,Cleveland Cavaliers,28.0,61.0,21.0,59.0,23.0,6.52,-0.36,6.17,111.2,104.1,7.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,843042.0,20562.0,2010
3.0,Utah Jazz,25.6,53.0,29.0,55.0,27.0,5.34,-0.01,5.33,110.7,105.0,5.7,93.8,0.34,0.184,0.565,0.524,14.2,26.8,0.252,0.492,14.2,75.6,0.269,EnergySolutions Arena,794512.0,19378.0,2010
4.0,San Antonio Spurs,28.7,50.0,32.0,55.0,27.0,5.09,-0.02,5.07,110.0,104.5,5.5,91.7,0.296,0.232,0.552,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214,AT&T Center,741676.0,18090.0,2010
5.0,Atlanta Hawks,26.5,53.0,29.0,54.0,28.0,4.66,-0.22,4.44,111.9,106.7,5.2,90.1,0.281,0.214,0.545,0.506,11.4,28.2,0.213,0.496,13.2,72.7,0.208,Philips Arena,678375.0,16546.0,2010
6.0,Phoenix Suns,28.5,54.0,28.0,54.0,28.0,4.9,-0.23,4.67,115.3,110.2,5.1,95.3,0.312,0.261,0.585,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224,US Airways Center,723582.0,17648.0,2010
7.0,Los Angeles Lakers,28.4,57.0,25.0,54.0,28.0,4.72,0.06,4.78,108.8,103.7,5.1,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195,STAPLES Center,778877.0,18997.0,2010
8.0,Denver Nuggets,27.7,53.0,29.0,52.0,30.0,4.09,0.06,4.15,111.8,107.5,4.3,94.8,0.376,0.227,0.561,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251,Pepsi Center,737301.0,17983.0,2010
9.0,Boston Celtics,29.4,50.0,32.0,52.0,30.0,3.66,-0.29,3.37,107.7,103.8,3.9,91.6,0.332,0.228,0.564,0.522,14.5,22.8,0.248,0.487,14.9,73.8,0.251,TD Garden,763584.0,18624.0,2010
10.0,Portland Trail Blazers,26.6,50.0,32.0,51.0,31.0,3.3,-0.13,3.18,110.8,107.1,3.7,87.7,0.315,0.215,0.547,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.219,Rose Garden Arena,840371.0,20497.0,2010
11.0,Oklahoma City Thunder,23.2,50.0,32.0,51.0,31.0,3.49,0.06,3.55,108.3,104.6,3.7,93.1,0.333,0.185,0.547,0.494,13.9,28.6,0.268,0.483,14.0,73.6,0.229,Oklahoma City Arena,738149.0,18004.0,2010
12.0,Dallas Mavericks,30.7,55.0,27.0,49.0,33.0,2.72,-0.06,2.66,109.2,106.3,2.9,92.5,0.277,0.222,0.552,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206,American Airlines Center,819770.0,19994.0,2010
13.0,Miami Heat,27.1,47.0,35.0,48.0,34.0,2.28,-0.29,1.99,106.6,104.1,2.5,89.6,0.296,0.219,0.537,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,AmericanAirlines Arena,726935.0,17730.0,2010
14.0,Milwaukee Bucks,26.4,46.0,36.0,46.0,36.0,1.7,-0.32,1.37,104.9,103.1,1.8,91.7,0.239,0.259,0.518,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266,Bradley Center,619453.0,15109.0,2010
15.0,Charlotte Bobcats,27.4,44.0,38.0,45.0,37.0,1.46,-0.17,1.3,104.4,102.8,1.6,90.4,0.346,0.211,0.538,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,Time Warner Cable Arena,648520.0,15818.0,2010
16.0,Houston Rockets,26.0,42.0,40.0,40.0,42.0,-0.37,0.35,-0.02,107.6,108.0,-0.4,94.0,0.292,0.265,0.537,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215,Toyota Center,677658.0,16528.0,2010
17.0,Memphis Grizzlies,24.1,40.0,42.0,37.0,45.0,-1.51,0.13,-1.39,108.3,109.9,-1.6,93.6,0.32,0.148,0.536,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205,FedEx Forum,552914.0,13486.0,2010
18.0,Chicago Bulls,26.2,41.0,41.0,36.0,46.0,-1.63,0.0,-1.64,103.5,105.3,-1.8,93.1,0.287,0.156,0.52,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212,United Center,849760.0,20726.0,2010
19.0,Toronto Raptors,25.2,40.0,42.0,36.0,46.0,-1.78,-0.05,-1.83,111.3,113.2,-1.9,93.1,0.319,0.211,0.564,0.521,12.7,24.7,0.244,0.513,11.8,72.9,0.247,Air Canada Centre,733784.0,17897.0,2010
20.0,New Orleans Hornets,27.5,37.0,45.0,34.0,48.0,-2.46,0.19,-2.27,107.4,110.1,-2.7,92.6,0.243,0.23,0.543,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,New Orleans Arena,617366.0,15058.0,2010
21.0,Indiana Pacers,26.6,32.0,50.0,33.0,49.0,-3.01,-0.1,-3.11,103.7,106.8,-3.1,97.1,0.296,0.278,0.536,0.491,13.8,21.6,0.229,0.49,13.4,73.0,0.258,Conseco Fieldhouse,582295.0,14202.0,2010
22.0,Golden State Warriors,25.1,26.0,56.0,32.0,50.0,-3.6,0.32,-3.28,108.1,111.7,-3.6,100.4,0.294,0.238,0.557,0.514,13.1,20.9,0.23,0.525,15.1,68.5,0.26,Oracle Arena,739120.0,18027.0,2010
23.0,New York Knicks,25.4,29.0,53.0,31.0,51.0,-3.82,-0.19,-4.01,107.6,111.6,-4.0,94.0,0.256,0.312,0.547,0.509,13.0,23.5,0.2,0.526,13.3,72.1,0.207,Madison Square Garden (IV),799550.0,19501.0,2010
24.0,Philadelphia 76ers,25.4,27.0,55.0,30.0,52.0,-3.9,-0.03,-3.93,106.1,110.3,-4.2,91.6,0.27,0.206,0.534,0.496,13.7,27.6,0.204,0.518,13.8,73.2,0.231,Wachovia Center,583219.0,14225.0,2010
25.0,Sacramento Kings,24.1,25.0,57.0,29.0,53.0,-4.37,0.3,-4.06,105.3,109.9,-4.6,94.0,0.286,0.201,0.528,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244,Power Balance Pavilion,543416.0,13254.0,2010
26.0,Washington Wizards,27.6,26.0,56.0,28.0,54.0,-4.78,0.06,-4.72,104.2,109.4,-5.2,91.6,0.283,0.183,0.524,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239,Verizon Center,664398.0,16205.0,2010
27.0,Detroit Pistons,26.7,27.0,55.0,26.0,56.0,-5.11,0.09,-5.02,105.6,111.4,-5.8,88.5,0.303,0.18,0.515,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264,The Palace of Auburn Hills,768826.0,18752.0,2010
28.0,Los Angeles Clippers,27.3,29.0,53.0,24.0,58.0,-6.35,0.34,-6.01,103.3,110.1,-6.8,92.6,0.283,0.221,0.529,0.491,14.8,27.1,0.206,0.509,12.2,74.0,0.214,STAPLES Center,670063.0,16343.0,2010
29.0,Minnesota Timberwolves,24.1,15.0,67.0,17.0,65.0,-9.6,0.54,-9.06,101.7,111.6,-9.9,96.1,0.278,0.171,0.518,0.478,14.6,26.7,0.207,0.525,13.0,73.6,0.22,Target Center,619170.0,15102.0,2010
30.0,New Jersey Nets,24.8,12.0,70.0,17.0,65.0,-9.12,0.19,-8.93,100.6,110.5,-9.9,91.4,0.307,0.181,0.509,0.458,13.7,25.1,0.24,0.517,13.3,71.8,0.229,Izod Center,537230.0,13103.0,2010
1.0,Miami Heat,29.0,58.0,24.0,61.0,21.0,7.46,-0.71,6.76,111.7,103.5,8.2,90.9,0.363,0.235,0.573,0.524,13.5,25.2,0.279,0.475,12.6,75.5,0.223,AmericanAirlines Arena,810930.0,19779.0,2011
2.0,Chicago Bulls,26.4,62.0,20.0,61.0,21.0,7.32,-0.79,6.53,108.3,100.3,8.0,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.227,0.463,13.6,76.2,0.222,United Center,893462.0,21792.0,2011
3.0,Los Angeles Lakers,30.2,57.0,25.0,58.0,24.0,6.11,-0.1,6.01,111.0,104.3,6.7,90.7,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.477,12.8,72.3,0.181,STAPLES Center,778877.0,18997.0,2011
4.0,San Antonio Spurs,28.8,61.0,21.0,56.0,26.0,5.71,0.16,5.86,111.8,105.6,6.2,92.3,0.299,0.261,0.567,0.527,12.8,24.9,0.229,0.491,12.6,74.6,0.19,AT&T Center,750879.0,18314.0,2011
5.0,Boston Celtics,29.5,56.0,26.0,57.0,25.0,5.37,-0.54,4.83,106.2,100.3,5.9,90.4,0.305,0.18,0.561,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235,TD Garden,763584.0,18624.0,2011
6.0,Orlando Magic,27.6,52.0,30.0,56.0,26.0,5.46,-0.54,4.92,107.9,102.0,5.9,91.2,0.328,0.328,0.554,0.521,14.3,26.1,0.227,0.475,13.3,76.9,0.219,Amway Center,777852.0,18972.0,2011
7.0,Denver Nuggets,27.3,50.0,32.0,54.0,28.0,4.76,0.05,4.81,112.3,107.3,5.0,95.6,0.367,0.258,0.574,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.224,Pepsi Center,696568.0,16989.0,2011
8.0,Dallas Mavericks,30.9,57.0,25.0,53.0,29.0,4.23,0.18,4.41,109.7,105.0,4.7,91.3,0.286,0.274,0.565,0.525,13.6,24.1,0.222,0.488,13.0,74.8,0.206,American Airlines Center,824162.0,20102.0,2011
9.0,Oklahoma City Thunder,23.7,55.0,27.0,51.0,31.0,3.79,0.02,3.81,111.2,107.2,4.0,92.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.493,12.9,73.6,0.228,Chesapeake Energy Arena,744068.0,18148.0,2011
10.0,Memphis Grizzlies,25.2,46.0,36.0,48.0,34.0,2.34,0.2,2.55,107.6,105.1,2.5,91.9,0.291,0.136,0.534,0.493,13.0,28.9,0.218,0.502,15.7,72.5,0.228,FedEx Forum,600687.0,14651.0,2011
11.0,Houston Rockets,26.5,43.0,39.0,47.0,35.0,2.18,0.19,2.37,111.3,109.0,2.3,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.5,12.6,72.7,0.219,Toyota Center,663839.0,16191.0,2011
12.0,Portland Trail Blazers,26.7,48.0,34.0,46.0,36.0,1.52,0.32,1.85,108.8,107.1,1.7,87.9,0.278,0.228,0.533,0.486,12.6,29.5,0.224,0.51,15.4,72.0,0.231,Rose Garden Arena,840924.0,20510.0,2011
13.0,Philadelphia 76ers,24.7,41.0,41.0,45.0,37.0,1.5,-0.5,1.01,106.6,105.0,1.6,91.7,0.273,0.184,0.535,0.494,12.3,24.6,0.21,0.487,13.5,74.5,0.231,Wells Fargo Center,604823.0,14752.0,2011
14.0,New Orleans Hornets,26.3,46.0,36.0,44.0,38.0,0.89,0.39,1.28,106.2,105.2,1.0,88.7,0.296,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22,New Orleans Arena,603088.0,14709.0,2011
15.0,New York Knicks,25.3,42.0,40.0,43.0,39.0,0.78,-0.3,0.48,110.9,110.1,0.8,95.6,0.304,0.303,0.561,0.513,12.6,24.2,0.246,0.511,13.8,71.9,0.24,Madison Square Garden (IV),808879.0,19729.0,2011
16.0,Milwaukee Bucks,26.7,35.0,47.0,38.0,44.0,-0.84,-0.17,-1.02,101.6,102.5,-0.9,89.8,0.287,0.216,0.511,0.467,13.0,24.7,0.217,0.481,14.7,74.8,0.236,Bradley Center,631912.0,15412.0,2011
17.0,Phoenix Suns,29.6,40.0,42.0,39.0,43.0,-0.89,0.43,-0.46,109.5,110.4,-0.9,94.4,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211,US Airways Center,720249.0,17567.0,2011
18.0,Atlanta Hawks,27.4,44.0,38.0,39.0,43.0,-0.82,-0.28,-1.1,106.1,107.0,-0.9,89.3,0.269,0.222,0.542,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211,Philips Arena,641596.0,15649.0,2011
19.0,Indiana Pacers,25.9,37.0,45.0,38.0,44.0,-1.07,-0.3,-1.38,104.8,106.0,-1.2,94.7,0.3,0.244,0.533,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237,Conseco Fieldhouse,555077.0,13538.0,2011
20.0,Utah Jazz,26.8,39.0,43.0,36.0,46.0,-1.83,0.39,-1.44,108.1,110.1,-2.0,91.0,0.313,0.191,0.544,0.498,13.5,27.0,0.241,0.505,13.8,71.7,0.275,EnergySolutions Arena,799982.0,19512.0,2011
21.0,Golden State Warriors,25.2,36.0,46.0,35.0,47.0,-2.33,0.33,-2.0,108.2,110.7,-2.5,94.8,0.241,0.248,0.544,0.51,13.3,26.7,0.183,0.509,14.5,69.3,0.259,Oracle Arena,766398.0,18693.0,2011
22.0,Los Angeles Clippers,24.6,32.0,50.0,32.0,50.0,-3.13,0.42,-2.71,105.3,108.7,-3.4,92.8,0.332,0.23,0.535,0.496,15.1,28.4,0.234,0.499,12.8,73.2,0.25,STAPLES Center,727462.0,17743.0,2011
23.0,Detroit Pistons,27.2,30.0,52.0,31.0,51.0,-3.6,-0.18,-3.78,107.7,111.7,-4.0,89.2,0.279,0.189,0.533,0.495,12.5,27.4,0.206,0.526,13.8,72.1,0.235,The Palace of Auburn Hills,683080.0,16660.0,2011
24.0,Charlotte Bobcats,26.9,34.0,48.0,29.0,53.0,-4.0,-0.08,-4.08,103.4,107.8,-4.4,89.6,0.314,0.189,0.528,0.482,14.1,25.7,0.237,0.5,12.9,75.2,0.229,Time Warner Cable Arena,649694.0,15846.0,2011
25.0,Sacramento Kings,24.8,24.0,58.0,27.0,55.0,-5.34,0.54,-4.8,103.5,109.0,-5.5,95.2,0.284,0.183,0.519,0.48,14.4,29.9,0.208,0.513,13.5,74.4,0.233,Power Balance Pavilion,569496.0,13890.0,2011
26.0,New Jersey Nets,24.8,24.0,58.0,24.0,58.0,-6.24,-0.04,-6.28,103.1,109.9,-6.8,89.9,0.283,0.201,0.517,0.474,13.4,26.1,0.215,0.503,11.8,74.2,0.241,Prudential Center,581378.0,13949.0,2011
27.0,Toronto Raptors,24.5,22.0,60.0,24.0,58.0,-6.28,0.01,-6.28,106.1,112.9,-6.8,92.9,0.293,0.162,0.533,0.491,13.7,28.2,0.221,0.522,13.0,72.0,0.251,Air Canada Centre,680255.0,16592.0,2011
28.0,Minnesota Timberwolves,23.8,17.0,65.0,24.0,58.0,-6.63,0.67,-5.97,104.2,111.1,-6.9,96.5,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.514,13.1,73.7,0.251,Target Center,624960.0,15243.0,2011
29.0,Washington Wizards,24.9,23.0,59.0,22.0,60.0,-7.4,0.11,-7.3,102.4,110.2,-7.8,93.8,0.29,0.172,0.513,0.471,13.9,28.0,0.216,0.512,14.4,70.5,0.249,Verizon Center,688466.0,16792.0,2011
30.0,Cleveland Cavaliers,26.6,19.0,63.0,18.0,64.0,-9.01,0.14,-8.88,102.2,111.8,-9.6,93.0,0.312,0.224,0.518,0.472,13.4,24.2,0.233,0.524,12.7,73.3,0.211,Quicken Loans Arena,824595.0,20112.0,2011
1.0,Chicago Bulls,27.1,50.0,16.0,51.0,15.0,8.18,-0.76,7.43,107.4,98.3,9.1,89.1,0.255,0.205,0.523,0.49,13.2,32.6,0.184,0.45,12.8,74.3,0.175,United Center,731326.0,22161.0,2012
2.0,San Antonio Spurs,27.5,50.0,16.0,48.0,18.0,7.17,0.11,7.28,110.9,103.2,7.7,92.9,0.261,0.257,0.562,0.528,12.8,25.1,0.195,0.489,12.9,76.0,0.168,AT&T Center,607095.0,18397.0,2012
3.0,Oklahoma City Thunder,25.1,47.0,19.0,46.0,20.0,6.12,0.32,6.44,109.8,103.2,6.6,93.0,0.334,0.252,0.567,0.516,15.3,27.8,0.269,0.465,13.0,72.1,0.207,Chesapeake Energy Arena,600699.0,18203.0,2012
4.0,Miami Heat,28.3,46.0,20.0,47.0,19.0,5.98,-0.27,5.72,106.6,100.2,6.4,91.2,0.307,0.198,0.549,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2,AmericanAirlines Arena,657855.0,19935.0,2012
5.0,Philadelphia 76ers,24.9,35.0,31.0,43.0,23.0,4.24,-0.65,3.59,103.9,99.2,4.7,89.7,0.217,0.175,0.511,0.48,10.9,24.4,0.161,0.46,13.5,75.2,0.192,Wells Fargo Center,577597.0,17503.0,2012
6.0,Atlanta Hawks,27.9,40.0,26.0,41.0,25.0,3.44,-0.77,2.67,104.9,101.2,3.7,90.2,0.259,0.249,0.535,0.5,13.4,23.9,0.192,0.48,14.4,74.4,0.186,Philips Arena,501593.0,15200.0,2012
7.0,Indiana Pacers,26.3,42.0,24.0,41.0,25.0,3.3,-0.71,2.6,106.7,103.1,3.6,90.7,0.321,0.198,0.526,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222,Bankers Life Fieldhouse,467561.0,14169.0,2012
8.0,New York Knicks,26.3,36.0,30.0,41.0,25.0,3.2,-0.81,2.39,104.4,101.0,3.4,93.2,0.306,0.288,0.533,0.492,14.9,26.6,0.227,0.485,15.9,73.7,0.224,Madison Square Garden (IV),652179.0,19763.0,2012
9.0,Denver Nuggets,26.6,38.0,28.0,39.0,27.0,2.88,0.29,3.16,109.2,106.2,3.0,94.2,0.326,0.243,0.556,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185,Pepsi Center,561966.0,17029.0,2012
10.0,Boston Celtics,29.3,39.0,27.0,39.0,27.0,2.52,-0.26,2.26,101.0,98.2,2.8,90.4,0.257,0.194,0.535,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216,TD Garden,614592.0,18624.0,2012
11.0,Los Angeles Clippers,27.3,40.0,26.0,39.0,27.0,2.56,0.26,2.82,108.5,105.7,2.8,89.2,0.287,0.269,0.533,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245,STAPLES Center,634237.0,19219.0,2012
12.0,Memphis Grizzlies,25.6,41.0,25.0,38.0,28.0,2.02,0.42,2.43,104.0,101.8,2.2,90.8,0.277,0.157,0.515,0.473,13.6,29.8,0.211,0.485,16.3,72.7,0.227,FedEx Forum,518446.0,15710.0,2012
13.0,Los Angeles Lakers,29.7,41.0,25.0,36.0,30.0,1.42,0.54,1.96,106.0,104.4,1.6,90.5,0.299,0.209,0.534,0.491,14.2,29.1,0.226,0.476,10.7,74.8,0.158,STAPLES Center,626901.0,18997.0,2012
14.0,Dallas Mavericks,31.3,36.0,30.0,35.0,31.0,0.95,0.83,1.78,103.3,102.3,1.0,91.4,0.246,0.271,0.527,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203,American Airlines Center,671050.0,20335.0,2012
15.0,Orlando Magic,27.5,37.0,29.0,35.0,31.0,0.79,-0.33,0.46,105.0,104.1,0.9,89.0,0.292,0.346,0.533,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,Amway Center,623587.0,18897.0,2012
16.0,Utah Jazz,25.6,36.0,30.0,34.0,32.0,0.62,0.3,0.92,106.8,106.1,0.7,91.4,0.302,0.153,0.525,0.481,13.0,30.2,0.227,0.493,13.8,73.8,0.245,EnergySolutions Arena,637124.0,19307.0,2012
17.0,Milwaukee Bucks,26.2,31.0,35.0,34.0,32.0,0.27,-0.5,-0.23,105.5,105.2,0.3,93.7,0.25,0.224,0.521,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217,Bradley Center,485717.0,14719.0,2012
18.0,Houston Rockets,26.2,34.0,32.0,34.0,32.0,0.23,0.35,0.57,105.5,105.2,0.3,91.7,0.235,0.24,0.529,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21,Toyota Center,506994.0,15363.0,2012
19.0,Phoenix Suns,28.9,33.0,33.0,32.0,34.0,-0.24,0.53,0.29,106.2,106.5,-0.3,92.6,0.257,0.238,0.536,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2,US Airways Center,514718.0,15598.0,2012
20.0,Portland Trail Blazers,27.5,28.0,38.0,32.0,34.0,-0.62,0.41,-0.22,105.7,106.4,-0.7,91.2,0.263,0.255,0.531,0.488,13.4,26.3,0.209,0.504,14.1,72.8,0.199,Rose Garden Arena,676384.0,20496.0,2012
21.0,Minnesota Timberwolves,24.4,26.0,40.0,28.0,38.0,-2.2,0.37,-1.83,104.3,106.6,-2.3,93.3,0.306,0.262,0.524,0.477,14.0,27.5,0.236,0.491,12.2,73.0,0.187,Target Center,577197.0,17491.0,2012
22.0,Golden State Warriors,25.3,23.0,43.0,25.0,41.0,-3.41,0.62,-2.79,105.4,109.1,-3.7,92.3,0.227,0.248,0.539,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,Oracle Arena,622311.0,18858.0,2012
23.0,Toronto Raptors,25.7,23.0,43.0,25.0,41.0,-3.3,-0.36,-3.67,100.8,104.5,-3.7,89.3,0.274,0.209,0.518,0.475,14.8,25.9,0.211,0.475,12.8,75.4,0.26,Air Canada Centre,555584.0,16836.0,2012
24.0,New Orleans Hornets,25.5,21.0,45.0,24.0,42.0,-3.76,0.65,-3.11,100.9,105.1,-4.2,88.3,0.274,0.152,0.517,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218,New Orleans Arena,498618.0,15110.0,2012
25.0,Washington Wizards,24.2,20.0,46.0,22.0,44.0,-4.8,-0.34,-5.14,101.0,106.2,-5.2,92.5,0.253,0.196,0.508,0.472,14.2,27.3,0.184,0.492,14.2,70.9,0.229,Verizon Center,552038.0,16728.0,2012
26.0,Detroit Pistons,26.3,25.0,41.0,22.0,44.0,-4.79,-0.4,-5.19,101.0,106.3,-5.3,89.2,0.279,0.175,0.51,0.468,15.0,28.1,0.21,0.5,14.2,72.8,0.226,The Palace of Auburn Hills,475638.0,14413.0,2012
27.0,Sacramento Kings,24.3,22.0,44.0,21.0,45.0,-5.68,0.73,-4.95,103.8,109.8,-6.0,94.7,0.268,0.228,0.51,0.472,13.0,29.1,0.197,0.515,13.9,70.5,0.199,Power Balance Pavilion,478764.0,14508.0,2012
28.0,New Jersey Nets,26.1,22.0,44.0,19.0,47.0,-5.98,-0.39,-6.37,102.9,109.6,-6.7,90.1,0.269,0.278,0.516,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,Prudential Center,460719.0,13961.0,2012
29.0,Cleveland Cavaliers,26.0,21.0,45.0,17.0,49.0,-7.2,-0.14,-7.34,101.1,108.9,-7.8,91.3,0.307,0.238,0.505,0.463,14.3,28.9,0.22,0.508,13.1,72.2,0.202,Quicken Loans Arena,525577.0,15927.0,2012
30.0,Charlotte Bobcats,24.5,7.0,59.0,7.0,59.0,-13.91,-0.05,-13.96,95.2,110.4,-15.2,91.1,0.276,0.169,0.483,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,Time Warner Cable Arena,486984.0,14757.0,2012
1.0,Oklahoma City Thunder,26.0,60.0,22.0,64.0,18.0,9.21,-0.06,9.15,112.4,102.6,9.8,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,0.469,13.5,73.4,0.197,Chesapeake Energy Arena,746323.0,18203.0,2013
2.0,Miami Heat,30.3,66.0,16.0,62.0,20.0,7.87,-0.84,7.03,112.3,103.7,8.6,90.7,0.297,0.285,0.588,0.552,13.7,22.2,0.224,0.487,14.8,73.0,0.2,AmericanAirlines Arena,819290.0,19983.0,2013
3.0,Los Angeles Clippers,28.8,56.0,26.0,59.0,23.0,6.45,-0.02,6.43,110.6,103.6,7.0,91.1,0.286,0.265,0.557,0.526,13.9,28.8,0.203,0.492,15.4,73.5,0.229,STAPLES Center,788293.0,19227.0,2013
